"","Predator","Prey"
"1132","Gadus macrocephalus","Hemilepidotus jordani"
"1133","Gadus macrocephalus","Malacocottus"
"1134","Gadus macrocephalus","Triglops"
"1135","Gadus macrocephalus","Aspidophoroides"
"1136","Gadus macrocephalus","Occella dodecaedron"
"1137","Gadus macrocephalus","Sarritor"
"1138","Gadus macrocephalus","Eumicrotremus"
"1139","Gadus macrocephalus","Trichodon trichodon"
"1140","Gadus macrocephalus","Bathymaster"
"1141","Gadus macrocephalus","Anarhichas"
"1142","Gadus macrocephalus","Lumpenus"
"1143","Gadus macrocephalus","Leptoclinus maculatus"
"1144","Gadus macrocephalus","Pholis"
"1145","Gadus macrocephalus","Zaprora silenus"
"1146","Gadus macrocephalus","Ammodytes hexapterus"
"1147","Gadus macrocephalus","Hippoglossoides elassodon"
"1148","Gadus macrocephalus","Limanda aspera"
"1149","Gadus macrocephalus","Limanda proboscidea"
"1150","Gadus macrocephalus","Lepidopsetta bilineata"
"1151","Gadus macrocephalus","Isopsetta isolepis"
"1152","Gadus macrocephalus","Hippoglossus stenolepis"
"1153","Gadus macrocephalus","Glyptocephalus zachirus"
"1154","Gadus macrocephalus","Foraminiferida"
"1155","Gadus macrocephalus","Hydrozoa"
"1156","Gadus macrocephalus","Clupea pallasii"
"1157","Gadus macrocephalus","Pharidae"
"1158","Gadus macrocephalus","Reinhardtius evermanni"
"1159","Gadus macrocephalus","Reinhardtius stomias"
"1160","Gadus macrocephalus","Lepidopsetta polyxystra"
"1161","Gadus macrocephalus","Aphroditidae"
"1162","Gadus macrocephalus","Polynoidae"
"1163","Gadus macrocephalus","Podothecus acipenserinus"
"1164","Gadus macrocephalus","Phyllodocidae"
"1165","Gadus macrocephalus","Nereididae"
"1166","Gadus macrocephalus","Nephtyidae"
"1167","Gadus macrocephalus","Thysanoessa raschii"
"1168","Gadus macrocephalus","Glyceridae"
"1169","Gadus macrocephalus","Goniadidae"
"1170","Gadus macrocephalus","Onuphidae"
"1171","Gadus macrocephalus","Lumbrineridae"
"1172","Gadus macrocephalus","Orbiniidae"
"1173","Gadus macrocephalus","Flabelligeridae"
"1174","Gadus macrocephalus","Opheliidae"
"1175","Gadus macrocephalus","Capitellidae"
"1176","Gadus macrocephalus","Maldanidae"
"1177","Gadus macrocephalus","Pectinariidae"
"1178","Gadus macrocephalus","Ampharetidae"
"1179","Gadus macrocephalus","Terebellidae"
"1180","Gadus macrocephalus","Oligochaeta"
"1181","Gadus macrocephalus","Trochidae"
"1182","Gadus macrocephalus","Trichotropis cancellata"
"1183","Gadus macrocephalus","Velutina"
"1184","Gadus macrocephalus","Naticidae"
"1185","Gadus macrocephalus","Fusitriton"
"1186","Gadus macrocephalus","Buccinidae"
"1187","Gadus macrocephalus","Cephalaspidea"
"1188","Gadus macrocephalus","Nuculidae"
"1189","Gadus macrocephalus","Nuculana"
"1190","Gadus macrocephalus","Yoldia"
"1191","Gadus macrocephalus","Arcoida"
"1192","Gadus macrocephalus","Musculus"
"1193","Gadus macrocephalus","Modiolus"
"1194","Gadus macrocephalus","Pectinidae"
"1195","Gadus macrocephalus","Pododesmus"
"1196","Gadus macrocephalus","Clinocardium"
"1197","Gadus macrocephalus","Macoma"
"1198","Gadus macrocephalus","Tellina"
"1199","Gadus macrocephalus","Hiatellidae"
"1200","Gadus macrocephalus","Gonatopsis"
"1201","Gadus macrocephalus","Berryteuthis magister"
"1202","Gadus macrocephalus","Mysida"
"1203","Gadus macrocephalus","Cumacea"
"1204","Gadus macrocephalus","Sphaeromatidae"
"1205","Gadus macrocephalus","Idoteidae"
"1206","Gadus macrocephalus","Gammaridea"
"1207","Gadus macrocephalus","Hyperiidea"
"1208","Gadus macrocephalus","Caprellidae"
"1209","Gadus macrocephalus","Euphausia"
"1210","Gadus macrocephalus","Thysanoessa inermis"
"1211","Gadus macrocephalus","Thysanoessa spinifera"
"1212","Gadus macrocephalus","Hippolytidae"
"1213","Gadus macrocephalus","Pandalidae"
"1214","Gadus macrocephalus","Crangonidae"
"1215","Gadus macrocephalus","Paguridae"
"1216","Gadus macrocephalus","Paralithodes"
"1217","Gadus macrocephalus","Lithodes"
"1218","Gadus macrocephalus","Majidae"
"1219","Gadus macrocephalus","Oregonia"
"1220","Gadus macrocephalus","Hyas"
"1221","Gadus macrocephalus","Chionoecetes opilio"
"1222","Gadus macrocephalus","Chionoecetes bairdi"
"1223","Gadus macrocephalus","Telmessus cheiragonus"
"1224","Gadus macrocephalus","Erimacrus isenbeckii"
"1225","Gadus macrocephalus","Cancer"
"1226","Gadus macrocephalus","Pinnotheridae"
"1227","Gadus macrocephalus","Detritus complex"
"1228","Gadus macrocephalus","Styela"
"1229","Gadus macrocephalus","Pugettia"
"1230","Microgadus","Spionidae"
"1231","Microgadus","Ostracoda"
"1232","Microgadus","Temoridae"
"1233","Microgadus","Mysida"
"1234","Microgadus","Idoteidae"
"1235","Microgadus","Gammaridea"
"1236","Microgadus","Crangonidae"
"1237","Microgadus","Cancer"
"1238","Theragra chalcogramma","Echiura"
"1239","Theragra chalcogramma","Ctenodiscus crispatus"
"1240","Theragra chalcogramma","Ophiuroidea"
"1241","Theragra chalcogramma","Chaetognatha"
"1242","Theragra chalcogramma","Thaliacea"
"1243","Theragra chalcogramma","Appendicularia"
"1244","Theragra chalcogramma","Mallotus villosus"
"1245","Theragra chalcogramma","Thaleichthys pacificus"
"1246","Theragra chalcogramma","Bathylagus"
"1247","Theragra chalcogramma","Leuroglossus schmidti"
"1248","Theragra chalcogramma","Cyclothone"
"1249","Theragra chalcogramma","Stomiidae"
"1250","Theragra chalcogramma","Lampanyctus jordani"
"1251","Theragra chalcogramma","Stenobrachius leucopsarus"
"1252","Theragra chalcogramma","Stenobrachius nannochir"
"1253","Theragra chalcogramma","Protomyctophum"
"1254","Theragra chalcogramma","Gadus macrocephalus"
"1255","Theragra chalcogramma","Theragra chalcogramma"
"1256","Theragra chalcogramma","Lycodapus"
"1257","Theragra chalcogramma","Lycodes"
"1258","Theragra chalcogramma","Pleurogrammus monopterygius"
"1259","Theragra chalcogramma","Hemilepidotus hemilepidotus"
"1260","Theragra chalcogramma","Hemilepidotus jordani"
"1261","Theragra chalcogramma","Myoxocephalus"
"1262","Theragra chalcogramma","Aspidophoroides"
"1263","Theragra chalcogramma","Hypsagonus quadricornis"
"1264","Theragra chalcogramma","Liparis"
"1265","Theragra chalcogramma","Trichodon trichodon"
"1266","Theragra chalcogramma","Bathymaster"
"1267","Theragra chalcogramma","Lumpenus"
"1268","Theragra chalcogramma","Leptoclinus maculatus"
"1269","Theragra chalcogramma","Zaprora silenus"
"1270","Theragra chalcogramma","Ammodytes hexapterus"
"1271","Theragra chalcogramma","Hippoglossoides elassodon"
"1272","Theragra chalcogramma","Microstomus pacificus"
"1273","Theragra chalcogramma","Pleuronectes"
"1274","Theragra chalcogramma","Limanda aspera"
"1275","Theragra chalcogramma","Reinhardtius hippoglossoides"
"1276","Theragra chalcogramma","Hippoglossus stenolepis"
"1277","Theragra chalcogramma","Foraminiferida"
"1278","Theragra chalcogramma","Radiolaria"
"1279","Theragra chalcogramma","Hydrozoa"
"1280","Theragra chalcogramma","Clupea pallasii"
"1281","Theragra chalcogramma","Nemertea"
"1282","Theragra chalcogramma","Metridinidae"
"1283","Theragra chalcogramma","Clausocalanidae"
"1284","Theragra chalcogramma","Reinhardtius evermanni"
"1285","Theragra chalcogramma","Reinhardtius stomias"
"1286","Theragra chalcogramma","Lepidopsetta polyxystra"
"1287","Theragra chalcogramma","Polynoidae"
"1288","Theragra chalcogramma","Podothecus acipenserinus"
"1289","Theragra chalcogramma","Phyllodocidae"
"1290","Theragra chalcogramma","Nereididae"
"1291","Theragra chalcogramma","Nephtyidae"
"1292","Theragra chalcogramma","Thysanoessa raschii"
"1293","Theragra chalcogramma","Glyceridae"
"1294","Theragra chalcogramma","Goniadidae"
"1295","Theragra chalcogramma","Onuphidae"
"1296","Theragra chalcogramma","Lumbrineridae"
"1297","Theragra chalcogramma","Orbiniidae"
"1298","Theragra chalcogramma","Neocalanus cristatus"
"1299","Theragra chalcogramma","Neocalanus plumchrus"
"1300","Theragra chalcogramma","Flabelligeridae"
"1301","Theragra chalcogramma","Opheliidae"
"1302","Theragra chalcogramma","Maldanidae"
"1303","Theragra chalcogramma","Terebellidae"
"1304","Theragra chalcogramma","Buccinidae"
"1305","Theragra chalcogramma","Limacina helicina"
"1306","Theragra chalcogramma","Clione limacina"
"1307","Theragra chalcogramma","Nuculana"
"1308","Theragra chalcogramma","Pectinidae"
"1309","Theragra chalcogramma","Gonatopsis"
"1310","Theragra chalcogramma","Berryteuthis magister"
"1311","Theragra chalcogramma","Ostracoda"
"1312","Theragra chalcogramma","Calanus"
"1313","Theragra chalcogramma","Eucalanus"
"1314","Theragra chalcogramma","Euchaetidae"
"1315","Theragra chalcogramma","Acartia"
"1316","Theragra chalcogramma","Oithona"
"1317","Theragra chalcogramma","Mysida"
"1318","Theragra chalcogramma","Cumacea"
"1319","Theragra chalcogramma","Gammaridea"
"1320","Theragra chalcogramma","Hyperiidea"
"1321","Theragra chalcogramma","Caprellidae"
"1322","Theragra chalcogramma","Euphausia"
"1323","Theragra chalcogramma","Thysanoessa inermis"
"1324","Theragra chalcogramma","Thysanoessa longipes"
"1325","Theragra chalcogramma","Thysanoessa spinifera"
"1326","Theragra chalcogramma","Acanthephyra"
"1327","Theragra chalcogramma","Hippolytidae"
"1328","Theragra chalcogramma","Pandalidae"
"1329","Theragra chalcogramma","Crangonidae"
"1330","Theragra chalcogramma","Paguridae"
"1331","Theragra chalcogramma","Paralithodes"
"1332","Theragra chalcogramma","Majidae"
"1333","Theragra chalcogramma","Oregonia"
"1334","Theragra chalcogramma","Hyas"
"1335","Theragra chalcogramma","Chionoecetes opilio"
"1336","Theragra chalcogramma","Chionoecetes bairdi"
"1337","Theragra chalcogramma","Telmessus cheiragonus"
"1338","Theragra chalcogramma","Erimacrus isenbeckii"
"1339","Theragra chalcogramma","Cancer"
"1340","Theragra chalcogramma","Pinnotheridae"
"1341","Theragra chalcogramma","Detritus complex"
"1342","Merluccius productus","Thaliacea"
"1343","Merluccius productus","Thaleichthys pacificus"
"1344","Merluccius productus","Leuroglossus schmidti"
"1345","Merluccius productus","Merluccius productus"
"1346","Merluccius productus","Sebastes jordani"
"1347","Merluccius productus","Ammodytes hexapterus"
"1348","Merluccius productus","Citharichthys"
"1349","Merluccius productus","Clupea pallasii"
"1350","Merluccius productus","Mysida"
"1351","Merluccius productus","Cumacea"
"1352","Merluccius productus","Gammaridea"
"1353","Merluccius productus","Hyperiidea"
"1354","Merluccius productus","Euphausia"
"1355","Merluccius productus","Thysanoessa spinifera"
"1356","Merluccius productus","Pandalidae"
"1357","Merluccius productus","Crangonidae"
"1358","Merluccius productus","Cancer"
"1359","Merluccius productus","Pinnotheridae"
"1360","Bothrocara","Lycodapus"
"1361","Bothrocara","Careproctus"
"1362","Bothrocara","Berryteuthis magister"
"1363","Bothrocara","Mysida"
"1364","Bothrocara","Gammaridea"
"1365","Bothrocara","Hippolytidae"
"1366","Bothrocara","Pandalidae"
"1367","Bothrocara","Crangonidae"
"1368","Gymnelus","Chaetognatha"
"1369","Gymnelus","Polynoidae"
"1370","Gymnelus","Ampharetidae"
"1371","Gymnelus","Cumacea"
"1372","Gymnelus","Gammaridea"
"1373","Lycodapus","Chaetognatha"
"1374","Lycodapus","Thaliacea"
"1375","Lycodapus","Cyclothone"
"1376","Lycodapus","Stenobrachius leucopsarus"
"1377","Lycodapus","Calanus"
"1378","Lycodapus","Euchaetidae"
"1379","Lycodapus","Mysida"
"1380","Lycodapus","Gammaridea"
"1381","Lycodapus","Hyperiidea"
"1382","Lycodapus","Euphausia"
"1383","Lycodapus","Thysanoessa spinifera"
"1384","Lycodapus","Pandalidae"
"1385","Lycodes","Echiura"
"1386","Lycodes","Ophiuroidea"
"1387","Lycodes","Chaetognatha"
"1388","Lycodes","Boreogadus saida"
"1389","Lycodes","Lycodes"
"1390","Lycodes","Foraminiferida"
"1391","Lycodes","Clausocalanidae"
"1392","Lycodes","Aphroditidae"
"1393","Lycodes","Polynoidae"
"1394","Lycodes","Phyllodocidae"
"1395","Lycodes","Nereididae"
"1396","Lycodes","Flabelligeridae"
"1397","Lycodes","Capitellidae"
"1398","Lycodes","Maldanidae"
"1399","Lycodes","Ampharetidae"
"1400","Lycodes","Sabellidae"
"1401","Lycodes","Naticidae"
"1402","Lycodes","Cephalaspidea"
"1403","Lycodes","Yoldia"
"1404","Lycodes","Pectinidae"
"1405","Lycodes","Macoma"
"1406","Lycodes","Pycnogonida"
"1407","Lycodes","Ostracoda"
"1408","Lycodes","Aetideidae"
"1409","Lycodes","Mysida"
"1410","Lycodes","Cumacea"
"1411","Lycodes","Saduria"
"1412","Lycodes","Gammaridea"
"1413","Lycodes","Caprellidae"
"1414","Lycodes","Thysanoessa inermis"
"1415","Lycodes","Pandalidae"
"1416","Lycodes","Crangonidae"
"1417","Lycodes","Chionoecetes opilio"
"1418","Lycodes","Chionoecetes bairdi"
"1419","Lycodes","Detritus complex"
"1420","Lycodes","Harpacticidae"
"1421","Coryphaenoides","Echiura"
"1422","Coryphaenoides","Ophiuroidea"
"1423","Coryphaenoides","Apodacea"
"1424","Coryphaenoides","Chaetognatha"
"1425","Coryphaenoides","Thaliacea"
"1426","Coryphaenoides","Stomiidae"
"1427","Coryphaenoides","Merluccius productus"
"1428","Coryphaenoides","Lycodapus"
"1429","Coryphaenoides","Melamphaidae"
"1430","Coryphaenoides","Foraminiferida"
"1431","Coryphaenoides","Hydrozoa"
"1432","Coryphaenoides","Berryteuthis anonychus"
"1433","Coryphaenoides","Aphroditidae"
"1434","Coryphaenoides","Polynoidae"
"1435","Coryphaenoides","Phyllodocidae"
"1436","Coryphaenoides","Nereididae"
"1437","Coryphaenoides","Glyceridae"
"1438","Coryphaenoides","Onuphidae"
"1439","Coryphaenoides","Lumbrineridae"
"1440","Coryphaenoides","Flabelligeridae"
"1441","Coryphaenoides","Opheliidae"
"1442","Coryphaenoides","Capitellidae"
"1443","Coryphaenoides","Maldanidae"
"1444","Coryphaenoides","Pectinariidae"
"1445","Coryphaenoides","Nuculidae"
"1446","Coryphaenoides","Arcoida"
"1447","Coryphaenoides","Thyasiridae"
"1448","Coryphaenoides","Scaphopoda"
"1449","Coryphaenoides","Gonatopsis"
"1450","Coryphaenoides","Berryteuthis magister"
"1451","Coryphaenoides","Pycnogonida"
"1452","Coryphaenoides","Ostracoda"
"1453","Coryphaenoides","Aetideidae"
"1454","Coryphaenoides","Euchaetidae"
"1455","Coryphaenoides","Mysida"
"1456","Coryphaenoides","Cumacea"
"1457","Coryphaenoides","Gammaridea"
"1458","Coryphaenoides","Hyperiidea"
"1459","Coryphaenoides","Acanthephyra"
"1460","Coryphaenoides","Hippolytidae"
"1461","Coryphaenoides","Pandalidae"
"1462","Coryphaenoides","Crangonidae"
"1463","Coryphaenoides","Lithodes"
"1464","Coryphaenoides","Detritus complex"
"1465","Coryphaenoides","Fucus"
"1466","Albatrossia pectoralis","Ophiuroidea"
"1467","Albatrossia pectoralis","Aspidochirotacea"
"1468","Albatrossia pectoralis","Theragra chalcogramma"
"1469","Albatrossia pectoralis","Merluccius productus"
"1470","Albatrossia pectoralis","Lycodes"
"1471","Albatrossia pectoralis","Coryphaenoides"
"1472","Albatrossia pectoralis","Aphroditidae"
"1473","Albatrossia pectoralis","Mysida"
"1474","Albatrossia pectoralis","Gammaridea"
"1475","Albatrossia pectoralis","Hyperiidea"
"1476","Albatrossia pectoralis","Euphausia"
"1477","Albatrossia pectoralis","Hippolytidae"
"1478","Albatrossia pectoralis","Pandalidae"
"1479","Albatrossia pectoralis","Crangonidae"
"1480","Melamphaidae","Chaetognatha"
"1481","Melamphaidae","Clausocalanidae"
"1482","Melamphaidae","Ostracoda"
"1483","Melamphaidae","Aetideidae"
"1484","Melamphaidae","Euchaetidae"
"1485","Melamphaidae","Euphausia"
"1486","Trachipterus","Chaetognatha"
"1487","Trachipterus","Hyperiidea"
"1488","Trachipterus","Euphausia"
"1489","Trachipterus","Thysanoessa spinifera"
"1490","Gasterosteus aculeatus","Appendicularia"
"1491","Gasterosteus aculeatus","Mallotus villosus"
"1492","Gasterosteus aculeatus","Gasterosteus aculeatus"
"1493","Gasterosteus aculeatus","Phyllodocidae"
"1494","Gasterosteus aculeatus","Oligochaeta"
"1495","Gasterosteus aculeatus","Ostracoda"
"1496","Gasterosteus aculeatus","Mysida"
"1497","Gasterosteus aculeatus","Cumacea"
"1498","Gasterosteus aculeatus","Gammaridea"
"1499","Gasterosteus aculeatus","Detritus complex"
"1500","Gasterosteus aculeatus","Harpacticidae"
"1501","Pungitius","Ostracoda"
"1502","Pungitius","Mysida"
"1503","Pungitius","Gammaridea"
"1504","Sebastes aleutianus","Chaetognatha"
"1505","Sebastes aleutianus","Thaleichthys pacificus"
"1506","Sebastes aleutianus","Stenobrachius leucopsarus"
"1507","Sebastes aleutianus","Theragra chalcogramma"
"1508","Sebastes aleutianus","Pleurogrammus monopterygius"
"1509","Sebastes aleutianus","Ammodytes hexapterus"
"1510","Sebastes aleutianus","Clupea pallasii"
"1511","Sebastes aleutianus","Thysanoessa raschii"
"1512","Sebastes aleutianus","Mysida"
"1513","Sebastes aleutianus","Cumacea"
"1514","Sebastes aleutianus","Gammaridea"
"1515","Sebastes aleutianus","Hyperiidea"
"1516","Sebastes aleutianus","Thysanoessa inermis"
"1517","Sebastes aleutianus","Thysanoessa longipes"
"1518","Sebastes aleutianus","Thysanoessa spinifera"
"1519","Sebastes aleutianus","Hippolytidae"
"1520","Sebastes aleutianus","Pandalidae"
"1521","Sebastes aleutianus","Crangonidae"
"1522","Sebastes aleutianus","Paguridae"
"1523","Sebastes aleutianus","Chionoecetes bairdi"
"1524","Sebastes aleutianus","Pinnotheridae"
"1525","Sebastes alutus","Chaetognatha"
"1526","Sebastes alutus","Thaliacea"
"1527","Sebastes alutus","Appendicularia"
"1528","Sebastes alutus","Leuroglossus schmidti"
"1529","Sebastes alutus","Stomiidae"
"1530","Sebastes alutus","Stenobrachius leucopsarus"
"1531","Sebastes alutus","Theragra chalcogramma"
"1532","Sebastes alutus","Foraminiferida"
"1533","Sebastes alutus","Reinhardtius stomias"
"1534","Sebastes alutus","Thysanoessa raschii"
"1535","Sebastes alutus","Neocalanus cristatus"
"1536","Sebastes alutus","Neocalanus plumchrus"
"1537","Sebastes alutus","Eucalanus"
"1538","Sebastes alutus","Euchaetidae"
"1539","Sebastes alutus","Mysida"
"1540","Sebastes alutus","Cumacea"
"1541","Sebastes alutus","Gammaridea"
"1542","Sebastes alutus","Hyperiidea"
"1543","Sebastes alutus","Euphausia"
"1544","Sebastes alutus","Thysanoessa inermis"
"1545","Sebastes alutus","Thysanoessa longipes"
"1546","Sebastes alutus","Thysanoessa spinifera"
"1547","Sebastes alutus","Hippolytidae"
"1548","Sebastes alutus","Pandalidae"
"1549","Sebastes alutus","Crangonidae"
"1550","Sebastes alutus","Paguridae"
"1551","Sebastes alutus","Chionoecetes bairdi"
"1552","Sebastes borealis","Thaliacea"
"1553","Sebastes borealis","Stenobrachius nannochir"
"1554","Sebastes borealis","Polynoidae"
"1555","Sebastes borealis","Mysida"
"1556","Sebastes borealis","Gammaridea"
"1557","Sebastes borealis","Hyperiidea"
"1558","Sebastes borealis","Hippolytidae"
"1559","Sebastes borealis","Pandalidae"
"1560","Sebastes borealis","Erimacrus isenbeckii"
"1561","Sebastes caurinus","Ophiuroidea"
"1562","Sebastes caurinus","Clavelinidae"
"1563","Sebastes caurinus","Clupea pallasii"
"1564","Sebastes caurinus","Mysida"
"1565","Sebastes caurinus","Gammaridea"
"1566","Sebastes caurinus","Hyperiidea"
"1567","Sebastes caurinus","Caprellidae"
"1568","Sebastes caurinus","Euphausia"
"1569","Sebastes caurinus","Pandalidae"
"1570","Sebastes caurinus","Hyas"
"1571","Sebastes caurinus","Cancer"
"1572","Sebastes caurinus","Mimulus"
"1573","Sebastes caurinus","Pugettia"
"1574","Sebastes caurinus","Scyra"
"1575","Sebastes ciliatus","Chaetognatha"
"1576","Sebastes ciliatus","Appendicularia"
"1577","Sebastes ciliatus","Phyllodocidae"
"1578","Sebastes ciliatus","Neocalanus cristatus"
"1579","Sebastes ciliatus","Gammaridea"
"1580","Sebastes ciliatus","Thysanoessa inermis"
"1581","Sebastes ciliatus","Thysanoessa spinifera"
"1582","Sebastes ciliatus","Hippolytidae"
"1583","Sebastes ciliatus","Pandalidae"
"1584","Sebastes ciliatus","Paguridae"
"1585","Sebastes ciliatus","Cancer"
"1586","Sebastes crameri","Ammodytes hexapterus"
"1587","Sebastes crameri","Neocalanus cristatus"
"1588","Sebastes crameri","Euchaetidae"
"1589","Sebastes crameri","Gammaridea"
"1590","Sebastes crameri","Hyperiidea"
"1591","Sebastes crameri","Euphausia"
"1592","Sebastes crameri","Thysanoessa spinifera"
"1593","Sebastes diploproa","Stomiidae"
"1594","Sebastes diploproa","Stenobrachius leucopsarus"
"1595","Sebastes diploproa","Metridinidae"
"1596","Sebastes diploproa","Clausocalanidae"
"1597","Sebastes diploproa","Neocalanus cristatus"
"1598","Sebastes diploproa","Ostracoda"
"1599","Sebastes diploproa","Calanus"
"1600","Sebastes diploproa","Aetideidae"
"1601","Sebastes diploproa","Euchaetidae"
"1602","Sebastes diploproa","Centropages"
"1603","Sebastes diploproa","Acartia"
"1604","Sebastes diploproa","Oithona"
"1605","Sebastes diploproa","Mysida"
"1606","Sebastes diploproa","Gammaridea"
"1607","Sebastes diploproa","Hyperiidea"
"1608","Sebastes diploproa","Euphausia"
"1609","Sebastes diploproa","Thysanoessa spinifera"
"1610","Sebastes diploproa","Cancer"
"1611","Sebastes diploproa","Harpacticidae"
"1612","Sebastes elongatus","Tarletonbeania crenularis"
"1613","Sebastes elongatus","Hyperiidea"
"1614","Sebastes elongatus","Euphausia"
"1615","Sebastes elongatus","Thysanoessa spinifera"
"1616","Sebastes elongatus","Pandalidae"
"1617","Sebastes elongatus","Crangonidae"
"1618","Sebastes elongatus","Cancer"
"1619","Sebastes entomelas","Chaetognatha"
"1620","Sebastes entomelas","Thaliacea"
"1621","Sebastes entomelas","Appendicularia"
"1622","Sebastes entomelas","Merluccius productus"
"1623","Sebastes entomelas","Citharichthys"
"1624","Sebastes entomelas","Microstomus pacificus"
"1625","Sebastes entomelas","Glyptocephalus zachirus"
"1626","Sebastes entomelas","Calanus"
"1627","Sebastes entomelas","Eucalanus"
"1628","Sebastes entomelas","Aetideidae"
"1629","Sebastes entomelas","Cumacea"
"1630","Sebastes entomelas","Gammaridea"
"1631","Sebastes entomelas","Hyperiidea"
"1632","Sebastes entomelas","Euphausia"
"1633","Sebastes entomelas","Thysanoessa longipes"
"1634","Sebastes entomelas","Thysanoessa spinifera"
"1635","Sebastes entomelas","Pandalidae"
"1636","Sebastes entomelas","Cancer"
"1637","Sebastes flavidus","Chaetognatha"
"1638","Sebastes flavidus","Thaliacea"
"1639","Sebastes flavidus","Thaleichthys pacificus"
"1640","Sebastes flavidus","Stomiidae"
"1641","Sebastes flavidus","Stenobrachius leucopsarus"
"1642","Sebastes flavidus","Tarletonbeania crenularis"
"1643","Sebastes flavidus","Protomyctophum"
"1644","Sebastes flavidus","Merluccius productus"
"1645","Sebastes flavidus","Ophiodon elongatus"
"1646","Sebastes flavidus","Citharichthys"
"1647","Sebastes flavidus","Lyopsetta exilis"
"1648","Sebastes flavidus","Microstomus pacificus"
"1649","Sebastes flavidus","Psettichthys melanostictus"
"1650","Sebastes flavidus","Glyptocephalus zachirus"
"1651","Sebastes flavidus","Clupea pallasii"
"1652","Sebastes flavidus","Metridinidae"
"1653","Sebastes flavidus","Clausocalanidae"
"1654","Sebastes flavidus","Neocalanus plumchrus"
"1655","Sebastes flavidus","Limacina helicina"
"1656","Sebastes flavidus","Calanus"
"1657","Sebastes flavidus","Aetideidae"
"1658","Sebastes flavidus","Pontellidae"
"1659","Sebastes flavidus","Mysida"
"1660","Sebastes flavidus","Cumacea"
"1661","Sebastes flavidus","Gammaridea"
"1662","Sebastes flavidus","Hyperiidea"
"1663","Sebastes flavidus","Euphausia"
"1664","Sebastes flavidus","Thysanoessa longipes"
"1665","Sebastes flavidus","Thysanoessa spinifera"
"1666","Sebastes flavidus","Pandalidae"
"1667","Sebastes flavidus","Cancer"
"1668","Sebastes flavidus","Pinnotheridae"
"1669","Sebastes helvomaculatus","Thaliacea"
"1670","Sebastes helvomaculatus","Tarletonbeania crenularis"
"1671","Sebastes helvomaculatus","Neocalanus cristatus"
"1672","Sebastes helvomaculatus","Neocalanus plumchrus"
"1673","Sebastes helvomaculatus","Gammaridea"
"1674","Sebastes helvomaculatus","Hyperiidea"
"1675","Sebastes helvomaculatus","Euphausia"
"1676","Sebastes helvomaculatus","Hippolytidae"
"1677","Sebastes helvomaculatus","Pandalidae"
"1678","Sebastes helvomaculatus","Crangonidae"
"1679","Sebastes helvomaculatus","Majidae"
"1680","Sebastes helvomaculatus","Cancer"
"1681","Sebastes jordani","Chaetognatha"
"1682","Sebastes jordani","Metridinidae"
"1683","Sebastes jordani","Ostracoda"
"1684","Sebastes jordani","Calanus"
"1685","Sebastes jordani","Eucalanus"
"1686","Sebastes jordani","Aetideidae"
"1687","Sebastes jordani","Cumacea"
"1688","Sebastes jordani","Hyperiidea"
"1689","Sebastes jordani","Euphausia"
"1690","Sebastes jordani","Thysanoessa spinifera"
"1691","Sebastes maliger","Ophiodon elongatus"
"1692","Sebastes maliger","Clupea pallasii"
"1693","Sebastes maliger","Mysida"
"1694","Sebastes maliger","Gammaridea"
"1695","Sebastes maliger","Hyperiidea"
"1696","Sebastes maliger","Euphausia"
"1697","Sebastes maliger","Pandalidae"
"1698","Sebastes maliger","Telmessus cheiragonus"
"1699","Sebastes maliger","Cancer"
"1700","Sebastes melanops","Chaetognatha"
"1701","Sebastes melanops","Oncorhynchus kisutch"
"1702","Sebastes melanops","Oncorhynchus tshawytscha"
"1703","Sebastes melanops","Microgadus"
"1704","Sebastes melanops","Ammodytes hexapterus"
"1705","Sebastes melanops","Citharichthys"
"1706","Sebastes melanops","Parophrys vetulus"
"1707","Sebastes melanops","Psettichthys melanostictus"
"1708","Sebastes melanops","Glyptocephalus zachirus"
"1709","Sebastes melanops","Hydrozoa"
"1710","Sebastes melanops","Clupea pallasii"
"1711","Sebastes melanops","Neocalanus cristatus"
"1712","Sebastes melanops","Neocalanus plumchrus"
"1713","Sebastes melanops","Limacina helicina"
"1714","Sebastes melanops","Ostracoda"
"1715","Sebastes melanops","Calanus"
"1716","Sebastes melanops","Mysida"
"1717","Sebastes melanops","Cumacea"
"1718","Sebastes melanops","Idoteidae"
"1719","Sebastes melanops","Gammaridea"
"1720","Sebastes melanops","Hyperiidea"
"1721","Sebastes melanops","Caprellidae"
"1722","Sebastes melanops","Euphausia"
"1723","Sebastes melanops","Thysanoessa spinifera"
"1724","Sebastes melanops","Pandalidae"
"1725","Sebastes melanops","Crangonidae"
"1726","Sebastes melanops","Cancer"
"1727","Sebastes melanops","Pinnotheridae"
"1728","Sebastes mystinus","Nereocystis luetkeana"
"1729","Sebastes mystinus","Appendicularia"
"1730","Sebastes mystinus","Hydrozoa"
"1731","Sebastes mystinus","Eucalanus"
"1732","Sebastes mystinus","Mysida"
"1733","Sebastes mystinus","Gammaridea"
"1734","Sebastes mystinus","Caprellidae"
"1735","Sebastes mystinus","Porphyra"
"1736","Sebastes pinniger","Chaetognatha"
"1737","Sebastes pinniger","Thaliacea"
"1738","Sebastes pinniger","Stomiidae"
"1739","Sebastes pinniger","Stenobrachius leucopsarus"
"1740","Sebastes pinniger","Tarletonbeania crenularis"
