"","Predator","Prey"
"626","Phytoplankton","Gaimardia trapesina"
"627","Phytoplankton","Halicarcinus planatus "
"628","Phytoplankton","Laevilitorina caliginosa"
"629","Phytoplankton","Mytilus edulis chilensis"
"630","Phytoplankton","Nacella deaurata"
"631","Phytoplankton","Nacella magellanica"
"632","Phytoplankton","Nacella mytilina"
"633","Phytoplankton","Notochthamalus scabrosus "
"634","Phytoplankton","Pagurus comptus"
"635","Phytoplankton","Perumytilus purpuratus"
"636","Phytoplankton","Plaxiphora sp."
"637","Phytoplankton","Polyplacophora"
"638","Phytoplankton","Pseudechinus magellanicus"
"639","Phytoplankton","Siphonaria lessonii"
"640","Phytoplankton","Spirorbinae"
"641","Phytoplankton","Bryozoa"
"642","Phytoplankton","Copepoda"
"643","Phytoplankton","Membranipora isabelleana"
"644","Phytoplankton","Serpulidae"
"645","Phytoplankton","Munida gregaria"
"646","Phytoplankton","Cephalopoda"
"647","Phytoplankton","Euphausiacea"
"648","Phytoplankton","Gammaridea"
"649","Phytoplankton","Ophiuroidea"
"650","Phytoplankton","Sprattus fuegensis"
"651","Phytoplankton","Arbacia dufresnii"
"652","Phytoplankton","Notobalanus flosculus"
"653","Phytoplankton","Tanaidacea"
"654","Phytoplankton","Hiatella arctica"
"655","Phytoplankton","Hydrozoa"
"656","Phytoplankton","Zygochlamys patagonica"
"657","Phytoplankton","Cirripedia"
"658","Phytoplankton","Cirratulidae"
"659","Phytoplankton","Chthamalus sp."
"660","Phytoplankton","Glabraster antarctica"
"661","Serpulidae","Mytilus edulis chilensis"
"662","Serpulidae","Arbacia dufresnii"
"663","Serpulidae","Cosmasterias lurida"
"664","Serpulidae","Lithodes santolla"
"665","Diatomea","Crustacea"
"666","Diatomea","Ostracoda"
"667","Diatomea","Ascidiacea"
"668","Diatomea","Bivalvia"
"669","Diatomea","Crepipatella dilatata"
"670","Diatomea","Gaimardia trapesina"
"671","Diatomea","Halicarcinus planatus "
"672","Diatomea","Laevilitorina caliginosa"
"673","Diatomea","Mytilus edulis chilensis"
"674","Diatomea","Nacella deaurata"
"675","Diatomea","Nacella magellanica"
"676","Diatomea","Pagurus comptus"
"677","Diatomea","Polyplacophora"
"678","Diatomea","Pseudechinus magellanicus"
"679","Diatomea","Cumacea"
"680","Diatomea","Serpulidae"
"681","Diatomea","Munida gregaria"
"682","Diatomea","Gammaridea"
"683","Diatomea","Ophiuroidea"
"684","Diatomea","Terebellidae"
"685","Diatomea","Sprattus fuegensis"
"686","Diatomea","Arbacia dufresnii"
"687","Diatomea","Notobalanus flosculus"
"688","Diatomea","Nereididae"
"689","Diatomea","Polynoidae"
"690","Diatomea","Tanaidacea"
"691","Diatomea","Hydrozoa"
"692","Diatomea","Porifera"
"693","Diatomea","Zygochlamys patagonica"
"694","Diatomea","Ctenophora"
"695","Diatomea","Cirratulidae"
"696","Diatomea","Chthamalus sp."
"697","Diatomea","Glabraster antarctica"
"698","Adenocystis utricularis","Isopoda"
"699","Adenocystis utricularis","Nacella deaurata"
"700","Adenocystis utricularis","Nacella magellanica"
"701","Adenocystis utricularis","Polyplacophora"
"702","Adenocystis utricularis","Siphonaria lessonii"
"703","Adenocystis utricularis","Munida gregaria"
"704","Adenocystis utricularis","Patagonotothen tessellata"
"705","Adenocystis utricularis","Austrolycus depressiceps"
"706","Adenocystis utricularis","Eleginops maclovinus"
"707","Harpagifer bispinis","Cottoperca gobio"
"708","Harpagifer bispinis","Austrolycus depressiceps"
"709","Munida gregaria","Eurypodius latreillii"
"710","Munida gregaria","Trophon geversianus"
"711","Munida gregaria","Patagonotothen cornucola"
"712","Munida gregaria","Peltarion spinosulum"
"713","Munida gregaria","Bathyraja brachyurops"
"714","Munida gregaria","Cottoperca gobio"
"715","Munida gregaria","Genypterus blacodes"
"716","Munida gregaria","Macruronus magellanicus"
"717","Munida gregaria","Merluccius hubbsi"
"718","Munida gregaria","Patagonotothen sp."
"719","Munida gregaria","Bathyraja griseocauda"
"720","Munida gregaria","Patagonotothen longipes"
"721","Munida gregaria","Patagonotothen sima"
"722","Munida gregaria","Patagonotothen tessellata"
"723","Munida gregaria","Paralomis granulosa"
"724","Munida gregaria","Bathyraja albomaculata"
"725","Munida gregaria","Paranotothenia magellanica"
"726","Munida gregaria","Patagonotothen brevicauda brevicauda"
"727","Munida gregaria","Patagonotothen ramsayi"
"728","Munida gregaria","Salilota australis"
"729","Munida gregaria","Raja (Dipturus) chilensis"
"730","Munida gregaria","Champsocephalus esox"
"731","Munida gregaria","Austrolycus depressiceps"
"732","Munida gregaria","Cosmasterias lurida"
"733","Munida gregaria","Eleginops maclovinus"
"734","Munida gregaria","Lithodes santolla"
"735","Munida gregaria","Odontesthes nigricans"
"736","Munida gregaria","Schroederichthys bivius"
"737","Patagonotothen cornucola","Patagonotothen brevicauda brevicauda"
"738","Patagonotothen cornucola","Austrolycus depressiceps"
"739","Patagonotothen cornucola","Eleginops maclovinus"
"740","Nemertea","Harpagifer bispinis"
"741","Nemertea","Myxine glutinosa"
"742","Nemertea","Bathyraja brachyurops"
"743","Nemertea","Patagonotothen tessellata"
"744","Nemertea","Bathyraja albomaculata"
"745","Nemertea","Hydrozoa"
"746","Nemertea","Austrolycus depressiceps"
"747","Nemertea","Eleginops maclovinus"
"748","Nemertea","Schroederichthys bivius"
"749","Cephalopoda","Dissostichus eleginoides"
"750","Cephalopoda","Bathyraja brachyurops"
"751","Cephalopoda","Cottoperca gobio"
"752","Cephalopoda","Genypterus blacodes"
"753","Cephalopoda","Macruronus magellanicus"
"754","Cephalopoda","Merluccius hubbsi"
"755","Cephalopoda","Bathyraja griseocauda"
"756","Cephalopoda","Bathyraja scaphiops"
"757","Cephalopoda","Patagonotothen tessellata"
"758","Cephalopoda","Bathyraja albomaculata"
"759","Cephalopoda","Paranotothenia magellanica"
"760","Cephalopoda","Patagonotothen ramsayi"
"761","Cephalopoda","Salilota australis"
"762","Cephalopoda","Raja (Dipturus) chilensis"
"763","Cephalopoda","Champsocephalus esox"
"764","Cephalopoda","Schroederichthys bivius"
"765","Dissostichus eleginoides","Bathyraja brachyurops"
"766","Dissostichus eleginoides","Cottoperca gobio"
"767","Dissostichus eleginoides","Genypterus blacodes"
"768","Dissostichus eleginoides","Bathyraja griseocauda"
"769","Dissostichus eleginoides","Bathyraja albomaculata"
"770","Dissostichus eleginoides","Salilota australis"
"771","Euphausiacea","Polychaeta"
"772","Euphausiacea","Cephalopoda"
"773","Euphausiacea","Dissostichus eleginoides"
"774","Euphausiacea","Ophiuroidea"
"775","Euphausiacea","Bathyraja brachyurops"
"776","Euphausiacea","Cottoperca gobio"
"777","Euphausiacea","Genypterus blacodes"
"778","Euphausiacea","Macruronus magellanicus"
"779","Euphausiacea","Merluccius hubbsi"
"780","Euphausiacea","Sprattus fuegensis"
"781","Euphausiacea","Bathyraja griseocauda"
"782","Euphausiacea","Patagonotothen longipes"
"783","Euphausiacea","Patagonotothen tessellata"
"784","Euphausiacea","Bathyraja albomaculata"
"785","Euphausiacea","Patagonotothen ramsayi"
"786","Euphausiacea","Salilota australis"
"787","Euphausiacea","Hydrozoa"
"788","Euphausiacea","Hyperiidea"
"789","Euphausiacea","Odontesthes nigricans"
"790","Euphausiacea","Schroederichthys bivius"
"791","Gammaridea","Harpagifer bispinis"
"792","Gammaridea","Patagonotothen cornucola"
"793","Gammaridea","Nemertea"
"794","Gammaridea","Glyceridae"
"795","Gammaridea","Ophiuroidea"
"796","Gammaridea","Bathyraja brachyurops"
"797","Gammaridea","Macruronus magellanicus"
"798","Gammaridea","Bathyraja griseocauda"
"799","Gammaridea","Bathyraja albomaculata"
"800","Gammaridea","Patagonotothen ramsayi"
"801","Gammaridea","Salilota australis"
"802","Gammaridea","Nereididae"
"803","Gammaridea","Polynoidae"
"804","Gammaridea","Hydrozoa"
"805","Gammaridea","Congiopodus peruvianus"
"806","Gammaridea","Raja (Dipturus) chilensis"
"807","Gammaridea","Eleginops maclovinus"
"808","Glyceridae","Pagurus comptus"
"809","Glyceridae","Bathyraja albomaculata"
"810","Myxine glutinosa","Bathyraja brachyurops"
"811","Myxine glutinosa","Macruronus magellanicus"
"812","Myxine glutinosa","Bathyraja griseocauda"
"813","Myxine glutinosa","Bathyraja albomaculata"
"814","Myxine glutinosa","Raja (Dipturus) chilensis"
"815","Ophiuroidea","Dissostichus eleginoides"
"816","Ophiuroidea","Bathyraja brachyurops"
"817","Ophiuroidea","Cottoperca gobio"
"818","Ophiuroidea","Genypterus blacodes"
"819","Ophiuroidea","Merluccius hubbsi"
"820","Ophiuroidea","Patagonotothen tessellata"
"821","Ophiuroidea","Bathyraja albomaculata"
"822","Ophiuroidea","Patagonotothen ramsayi"
"823","Ophiuroidea","Salilota australis"
"824","Ophiuroidea","Eleginops maclovinus"
"825","Ophiuroidea","Lithodes santolla"
"826","Ophiuroidea","Schroederichthys bivius"
"827","Peltarion spinosulum","Bathyraja brachyurops"
"828","Peltarion spinosulum","Cottoperca gobio"
"829","Peltarion spinosulum","Bathyraja albomaculata"
"830","Peltarion spinosulum","Patagonotothen ramsayi"
"831","Peltarion spinosulum","Raja (Dipturus) chilensis"
"832","Peltarion spinosulum","Eleginops maclovinus"
"833","Peltarion spinosulum","Lithodes santolla"
"834","Peltarion spinosulum","Schroederichthys bivius"
"835","Terebellidae","Nemertea"
"836","Terebellidae","Bathyraja albomaculata"
"837","Terebellidae","Eleginops maclovinus"
"838","Bathyraja brachyurops","Cottoperca gobio"
"839","Bathyraja brachyurops","Genypterus blacodes"
"840","Cottoperca gobio","Dissostichus eleginoides"
"841","Cottoperca gobio","Bathyraja brachyurops"
"842","Cottoperca gobio","Genypterus blacodes"
"843","Cottoperca gobio","Bathyraja griseocauda"
"844","Cottoperca gobio","Salilota australis"
"845","Genypterus blacodes","Dissostichus eleginoides"
"846","Genypterus blacodes","Bathyraja brachyurops"
"847","Genypterus blacodes","Bathyraja griseocauda"
"848","Genypterus blacodes","Raja (Dipturus) chilensis"
"849","Macruronus magellanicus","Dissostichus eleginoides"
"850","Macruronus magellanicus","Bathyraja brachyurops"
"851","Macruronus magellanicus","Cottoperca gobio"
"852","Macruronus magellanicus","Genypterus blacodes"
"853","Macruronus magellanicus","Merluccius hubbsi"
"854","Macruronus magellanicus","Bathyraja griseocauda"
"855","Macruronus magellanicus","Salilota australis"
"856","Macruronus magellanicus","Raja (Dipturus) chilensis"
"857","Merluccius hubbsi","Bathyraja brachyurops"
"858","Merluccius hubbsi","Cottoperca gobio"
"859","Merluccius hubbsi","Genypterus blacodes"
"860","Merluccius hubbsi","Macruronus magellanicus"
"861","Merluccius hubbsi","Salilota australis"
"862","Merluccius hubbsi","Raja (Dipturus) chilensis"
"863","Merluccius hubbsi","Schroederichthys bivius"
"864","Patagonotothen sp.","Bathyraja brachyurops"
"865","Patagonotothen sp.","Bathyraja griseocauda"
"866","Patagonotothen sp.","Bathyraja scaphiops"
"867","Priapulida","Cephalopoda"
"868","Priapulida","Myxine glutinosa"
"869","Priapulida","Bathyraja brachyurops"
"870","Priapulida","Cosmasterias lurida"
"871","Priapulida","Eleginops maclovinus"
"872","Priapulida","Schroederichthys bivius"
"873","Sprattus fuegensis","Dissostichus eleginoides"
"874","Sprattus fuegensis","Bathyraja brachyurops"
"875","Sprattus fuegensis","Cottoperca gobio"
"876","Sprattus fuegensis","Macruronus magellanicus"
"877","Sprattus fuegensis","Merluccius hubbsi"
"878","Sprattus fuegensis","Bathyraja griseocauda"
"879","Sprattus fuegensis","Patagonotothen ramsayi"
"880","Sprattus fuegensis","Salilota australis"
"881","Sprattus fuegensis","Schroederichthys bivius"
"882","Bathyraja scaphiops","Genypterus blacodes"
"883","Bathyraja scaphiops","Bathyraja griseocauda"
"884","Patagonotothen longipes","Cottoperca gobio"
"885","Patagonotothen longipes","Champsocephalus esox"
"886","Patagonotothen sima","Cottoperca gobio"
"887","Patagonotothen sima","Champsocephalus esox"
"888","Patagonotothen tessellata","Cottoperca gobio"
"889","Patagonotothen tessellata","Patagonotothen ramsayi"
"890","Patagonotothen tessellata","Champsocephalus esox"
"891","Arbacia dufresnii","Raja (Dipturus) chilensis"
"892","Arbacia dufresnii","Cosmasterias lurida"
"893","Loxechinus albus","Cosmasterias lurida"
"894","Notobalanus flosculus","Cosmasterias lurida"
"895","Paralomis granulosa","Dissostichus eleginoides"
"896","Paralomis granulosa","Cosmasterias lurida"
"897","Bathyraja albomaculata","Dissostichus eleginoides"
"898","Bathyraja albomaculata","Cottoperca gobio"
"899","Bathyraja albomaculata","Genypterus blacodes"
"900","Paranotothenia magellanica","Cottoperca gobio"
"901","Patagonotothen brevicauda brevicauda","Dissostichus eleginoides"
"902","Patagonotothen brevicauda brevicauda","Cottoperca gobio"
"903","Patagonotothen ramsayi","Dissostichus eleginoides"
"904","Patagonotothen ramsayi","Cottoperca gobio"
"905","Patagonotothen ramsayi","Genypterus blacodes"
"906","Patagonotothen ramsayi","Macruronus magellanicus"
"907","Patagonotothen ramsayi","Merluccius hubbsi"
"908","Patagonotothen ramsayi","Salilota australis"
"909","Patagonotothen ramsayi","Raja (Dipturus) chilensis"
"910","Patagonotothen ramsayi","Schroederichthys bivius"
"911","Salilota australis","Dissostichus eleginoides"
"912","Salilota australis","Cottoperca gobio"
"913","Salilota australis","Genypterus blacodes"
"914","Salilota australis","Macruronus magellanicus"
"915","Salilota australis","Merluccius hubbsi"
"916","Echiura","Dissostichus eleginoides"
"917","Echiura","Ophiuroidea"
"918","Echiura","Eleginops maclovinus"
"919","Echiura","Schroederichthys bivius"
"920","Holothuroidea","Dissostichus eleginoides"
"921","Holothuroidea","Genypterus blacodes"
"922","Holothuroidea","Merluccius hubbsi"
"923","Holothuroidea","Patagonotothen ramsayi"
"924","Holothuroidea","Salilota australis"
"925","Callophyllis pinnata","Isopoda"
"926","Callophyllis pinnata","Nacella deaurata"
"927","Callophyllis pinnata","Polyplacophora"
"928","Callophyllis pinnata","Siphonaria lessonii"
"929","Callophyllis pinnata","Munida gregaria"
"930","Callophyllis pinnata","Patagonotothen tessellata"
"931","Callophyllis pinnata","Eleginops maclovinus"
"932","Ceramium diaphanum","Isopoda"
"933","Ceramium diaphanum","Nacella deaurata"
"934","Ceramium diaphanum","Polyplacophora"
"935","Ceramium diaphanum","Pseudechinus magellanicus"
"936","Ceramium diaphanum","Siphonaria lessonii"
"937","Ceramium diaphanum","Munida gregaria"
"938","Ceramium diaphanum","Patagonotothen tessellata"
"939","Ceramium diaphanum","Eleginops maclovinus"
"940","Cladophora sp.","Fissurella picta"
"941","Cladophora sp.","Halicarcinus planatus "
"942","Cladophora sp.","Laevilitorina caliginosa"
"943","Cladophora sp.","Pseudechinus magellanicus"
"944","Cladophora sp.","Munida gregaria"
"945","Cladophora sp.","Eleginops maclovinus"
"946","Delesseriaceae ","Pseudechinus magellanicus"
"947","Delesseriaceae ","Munida gregaria"
"948","Delesseriaceae ","Eleginops maclovinus"
"949","Ectocarpus sp.","Fissurella picta"
"950","Ectocarpus sp.","Nacella deaurata"
"951","Ectocarpus sp.","Nacella magellanica"
"952","Ectocarpus sp.","Pseudechinus magellanicus"
"953","Ectocarpus sp.","Munida gregaria"
"954","Ectocarpus sp.","Eleginops maclovinus"
"955","Nereididae","Harpagifer bispinis"
"956","Nereididae","Patagonotothen cornucola"
"957","Nereididae","Nemertea"
"958","Nereididae","Glyceridae"
"959","Nereididae","Priapulida"
"960","Nereididae","Patagonotothen longipes"
"961","Nereididae","Patagonotothen tessellata"
"962","Nereididae","Polynoidae"
"963","Nereididae","Eleginops maclovinus"
"964","Nothogenia fastigiata","Isopoda"
"965","Nothogenia fastigiata","Nacella deaurata"
"966","Nothogenia fastigiata","Nacella magellanica"
"967","Nothogenia fastigiata","Polyplacophora"
"968","Nothogenia fastigiata","Siphonaria lessonii"
"969","Nothogenia fastigiata","Munida gregaria"
"970","Nothogenia fastigiata","Patagonotothen tessellata"
"971","Nothogenia fastigiata","Eleginops maclovinus"
"972","Polynoidae","Harpagifer bispinis"
"973","Polynoidae","Patagonotothen cornucola"
"974","Polynoidae","Nemertea"
"975","Polynoidae","Glyceridae"
"976","Polynoidae","Ophiuroidea"
"977","Polynoidae","Patagonotothen tessellata"
"978","Polynoidae","Hydrozoa"
"979","Polynoidae","Eleginops maclovinus"
"980","Rhizoclonium sp.","Nacella deaurata"
"981","Rhizoclonium sp.","Nacella magellanica"
"982","Rhizoclonium sp.","Pseudechinus magellanicus"
"983","Rhizoclonium sp.","Munida gregaria"
"984","Rhizoclonium sp.","Patagonotothen cornucola"
"985","Rhizoclonium sp.","Eleginops maclovinus"
"986","Scytothamus fasciculatus","Isopoda"
"987","Scytothamus fasciculatus","Nacella deaurata"
"988","Scytothamus fasciculatus","Polyplacophora"
"989","Scytothamus fasciculatus","Siphonaria lessonii"
"990","Scytothamus fasciculatus","Munida gregaria"
"991","Scytothamus fasciculatus","Patagonotothen tessellata"
"992","Scytothamus fasciculatus","Eleginops maclovinus"
"993","Tanaidacea","Gastropoda"
"994","Tanaidacea","Patagonotothen cornucola"
"995","Tanaidacea","Eleginops maclovinus"
"996","Ulva rigida","Isopoda"
"997","Ulva rigida","Nacella deaurata"
"998","Ulva rigida","Polyplacophora"
"999","Ulva rigida","Siphonaria lessonii"
"1000","Ulva rigida","Munida gregaria"
"1001","Ulva rigida","Patagonotothen tessellata"
"1002","Ulva rigida","Eleginops maclovinus"
"1003","Hiatella arctica","Eurypodius latreillii"
"1004","Hiatella arctica","Trophon geversianus"
"1005","Hiatella arctica","Peltarion spinosulum"
"1006","Hiatella arctica","Paralomis granulosa"
"1007","Hiatella arctica","Lithodes santolla"
"1008","Hydrozoa","Eurypodius latreillii"
"1009","Hydrozoa","Pagurus comptus"
"1010","Hydrozoa","Pseudechinus magellanicus"
"1011","Hydrozoa","Munida gregaria"
"1012","Hydrozoa","Patagonotothen cornucola"
"1013","Hydrozoa","Ophiuroidea"
"1014","Hydrozoa","Peltarion spinosulum"
"1015","Hydrozoa","Genypterus blacodes"
"1016","Hydrozoa","Patagonotothen tessellata"
"1017","Hydrozoa","Loxechinus albus"
"1018","Hydrozoa","Paralomis granulosa"
"1019","Hydrozoa","Paranotothenia magellanica"
"1020","Hydrozoa","Nereididae"
"1021","Hydrozoa","Polynoidae"
"1022","Hydrozoa","Lithodes santolla"
"1023","Hydrozoa","Odontesthes nigricans"
"1024","Codium sp.","Fissurella picta"
"1025","Codium sp.","Siphonaria lessonii"
"1026","Codium sp.","Tonicia sp."
"1027","Porifera","Fissurella picta"
"1028","Porifera","Gastropoda"
"1029","Porifera","Polyplacophora"
"1030","Porifera","Pseudechinus magellanicus"
"1031","Porifera","Tonicia sp."
"1032","Porifera","Munida gregaria"
"1033","Porifera","Genypterus blacodes"
"1034","Porifera","Merluccius hubbsi"
"1035","Porifera","Salilota australis"
"1036","Porifera","Polynoidae"
"1037","Porifera","Zygochlamys patagonica"
"1038","Porifera","Raja (Dipturus) chilensis"
"1039","Porifera","Glabraster antarctica"
"1040","Porifera","Lithodes santolla"
"1041","Porifera","Schroederichthys bivius"
"1042","Galaxias maculatus","Odontesthes nigricans"
"1043","Desmarestia sp.","Laevilitorina caliginosa"
"1044","Desmarestia sp.","Munida gregaria"
"1045","Desmarestia sp.","Gammaridea"
"1046","Oligochaeta","Munida gregaria"
"1047","Oligochaeta","Nemertea"
"1048","Oligochaeta","Gammaridea"
"1049","Oligochaeta","Nereididae"
"1050","Polysiphonia sp.","Halicarcinus planatus "
"1051","Polysiphonia sp.","Laevilitorina caliginosa"
"1052","Polysiphonia sp.","Nacella deaurata"
"1053","Polysiphonia sp.","Nacella magellanica"
"1054","Polysiphonia sp.","Pseudechinus magellanicus"
"1055","Polysiphonia sp.","Patagonotothen cornucola"
"1056","Polysiphonia sp.","Gammaridea"
"1057","Porphyra sp.","Laevilitorina caliginosa"
"1058","Porphyra sp.","Patagonotothen cornucola"
"1059","Porphyra sp.","Gammaridea"
"1060","Porphyra sp.","Patagonotothen longipes"
"1061","Campylonotus vagans","Genypterus blacodes"
"1062","Campylonotus vagans","Patagonotothen ramsayi"
"1063","Campylonotus vagans","Schroederichthys bivius"
"1064","Hyperiidea","Polychaeta"
"1065","Hyperiidea","Genypterus blacodes"
"1066","Hyperiidea","Macruronus magellanicus"
"1067","Hyperiidea","Merluccius hubbsi"
"1068","Hyperiidea","Patagonotothen ramsayi"
"1069","Hyperiidea","Salilota australis"
"1070","Hyperiidea","Raja (Dipturus) chilensis"
"1071","Stromateus brasiliensis","Genypterus blacodes"
"1072","Stromateus brasiliensis","Merluccius hubbsi"
"1073","Stromateus brasiliensis","Raja (Dipturus) chilensis"
"1074","Zygochlamys patagonica","Genypterus blacodes"
"1075","Zygochlamys patagonica","Patagonotothen tessellata"
"1076","Zygochlamys patagonica","Patagonotothen ramsayi"
"1077","Cirripedia","Harpagifer bispinis"
"1078","Cirripedia","Paralomis granulosa"
"1079","Cirripedia","Schroederichthys bivius"
"1080","Halopteris sp.","Nacella deaurata"
"1081","Halopteris sp.","Nacella magellanica"
"1082","Halopteris sp.","Munida gregaria"
"1083","Halopteris sp.","Loxechinus albus"
"1084","Ctenophora","Macruronus magellanicus"
"1085","Ctenophora","Patagonotothen ramsayi"
"1086","Ctenophora","Salilota australis"
"1087","Ctenophora","Stromateus brasiliensis"
"1088","Ballia sp.","Nacella deaurata"
"1089","Ballia sp.","Nacella magellanica"
"1090","Ballia sp.","Munida gregaria"
"1091","Bostrychia sp.","Nacella deaurata"
"1092","Bostrychia sp.","Nacella magellanica"
"1093","Bostrychia sp.","Pseudechinus magellanicus"
"1094","Bostrychia sp.","Munida gregaria"
"1095","Ceramium sp.","Nacella deaurata"
"1096","Ceramium sp.","Nacella magellanica"
"1097","Ceramium sp.","Pseudechinus magellanicus"
"1098","Ceramium sp.","Munida gregaria"
"1099","Ceramium sp.","Patagonotothen cornucola"
"1100","Griffithsia sp.","Munida gregaria"
"1101","Hincksia sp.","Pseudechinus magellanicus"
"1102","Hincksia sp.","Munida gregaria"
"1103","Hymenena sp.","Munida gregaria"
"1104","Monostroma sp.","Munida gregaria"
"1105","Myriogramme sp.","Munida gregaria"
"1106","Sphacelaria sp.","Pseudechinus magellanicus"
"1107","Sphacelaria sp.","Munida gregaria"
"1108","Trailliella sp.","Munida gregaria"
"1109","Cirratulidae","Patagonotothen tessellata"
"1110","Blidingia minima","Pseudechinus magellanicus"
"1111","Derbesia sp.","Pseudechinus magellanicus"
"1112","Ulothrix sp.","Pseudechinus magellanicus"
"1113","Congiopodus peruvianus","Raja (Dipturus) chilensis"
"1114","Champsocephalus esox","Schroederichthys bivius"
"1115","Chthamalus sp.","Trophon geversianus"
